lat,long
42.64063313,-71.33743724
42.64063318,-71.33743725
42.64063322,-71.33743726
42.64063325,-71.33743725
42.64063323,-71.33743722
42.64063392,-71.33743665
42.64063127,-71.33743454
42.64063068,-71.33743692
42.64062668,-71.33743875
42.6406266,-71.33744174
42.640626,-71.33744611
42.64062755,-71.33745001
42.64062907,-71.33745474
42.64063108,-71.33745913
42.64063223,-71.33746202
42.64063352,-71.33746413
42.64063426,-71.33746471
42.64063403,-71.33746441
42.64063344,-71.33746421
42.64063306,-71.33746416
42.64063288,-71.3374642
42.64063281,-71.33746422
42.64063279,-71.33746421
42.64063247,-71.33746357
42.64063035,-71.33746523
42.64063142,-71.33746769
42.64063441,-71.33746886
42.64063805,-71.33747133
42.64064242,-71.3374721
42.64064292,-71.33747093
42.64064259,-71.33747015
42.6406426,-71.33747078
42.64064178,-71.3374729
42.64064115,-71.33747439
42.64063891,-71.33747615
42.64063843,-71.33747831
42.64063868,-71.33747914
42.64063877,-71.3374796
42.64063894,-71.33747977
42.64063903,-71.33747986
42.64063907,-71.33747989
42.64063911,-71.33747993
42.64063915,-71.33747995
42.64063903,-71.33748002
42.64064422,-71.3374858
42.64065025,-71.33749297
42.64065421,-71.33749537
42.64065654,-71.33749975
42.64065879,-71.33750221
42.64066044,-71.3375042
42.64066061,-71.33750237
42.64066028,-71.33750206
42.64066148,-71.33750149
42.6406628,-71.33750148
42.64066474,-71.33750236
42.64066623,-71.33750233
42.64066703,-71.33750228
42.64066733,-71.33750212
42.64066747,-71.33750209
42.64066754,-71.33750208
42.64066757,-71.33750209
42.64066759,-71.33750209
42.64066759,-71.3375021
42.64066761,-71.33750209
42.64066758,-71.33750209
42.6406676,-71.33750209
42.64066761,-71.33750206
42.64066758,-71.33750203
42.64066744,-71.33750194
42.64066574,-71.33749857
42.64066296,-71.33749669
42.64066107,-71.33749258
42.64065817,-71.33748866
42.6406588,-71.3374892
42.64065807,-71.33748999
42.64065252,-71.33749316
42.64065438,-71.3374959
42.64065296,-71.33749902
42.64065196,-71.33750211
42.64065219,-71.33750412
42.64065215,-71.33750522
42.64065204,-71.33750566
42.64065201,-71.33750576
42.64065206,-71.33750574
42.64065208,-71.33750572
42.64065206,-71.33750569
42.64065208,-71.33750564
42.64065209,-71.33750562
42.64065206,-71.33750562
42.64065205,-71.3375056
42.64065196,-71.33750559
42.64065191,-71.33750558
42.64065183,-71.33750556
42.64065176,-71.33750554
42.64065169,-71.33750552
42.64065204,-71.33750582
42.64065475,-71.33750332
42.6406458,-71.33750002
42.64064548,-71.33749438
42.64064549,-71.33749441
42.64064074,-71.33748785
42.64063988,-71.33748624
42.64063893,-71.3374894
42.64063989,-71.33749037
42.64063948,-71.33749004
42.6406438,-71.33749333
42.6406461,-71.33749259
42.64064913,-71.33749205
42.64065228,-71.33748939
42.64065276,-71.33748896
42.64065589,-71.33748954
42.64065835,-71.33748724
42.64065944,-71.33748432
42.64066096,-71.33748389
42.6406622,-71.33748239
42.64066165,-71.33748166
42.64066109,-71.33748114
42.64066109,-71.33748002
42.64066077,-71.33747192
42.64065987,-71.33745255
42.64066741,-71.33741928
42.6406895,-71.33738795
42.64070701,-71.33735511
42.6407433,-71.33734922
42.64076402,-71.33734703
42.64078663,-71.33734999
42.64080456,-71.33735079
42.64081532,-71.33734383
42.64083234,-71.33731863
42.64086182,-71.33727618
42.64088697,-71.33721903
42.64090751,-71.3371403
42.64092858,-71.33704597
42.64095581,-71.33694237
42.64098018,-71.33683362
42.64101013,-71.33671786
42.64104076,-71.33659837
42.64106459,-71.33647643
42.64109453,-71.33635044
42.64112699,-71.33622131
42.64115658,-71.33608777
42.64118232,-71.33595063
42.64121234,-71.33582002
42.64124553,-71.33568643
42.64127943,-71.33554861
42.6413121,-71.33541315
42.64133773,-71.33528679
42.64136375,-71.3351606
42.64138714,-71.3350362
42.64140039,-71.33494031
42.64143711,-71.3348245
42.64146061,-71.33470396
42.64148838,-71.33457987
42.64151281,-71.33446233
42.64152884,-71.33433661
42.6415648,-71.33420703
42.64159958,-71.33407905
42.64162992,-71.33395059
42.64165888,-71.33382727
42.64168248,-71.33371996
42.64170411,-71.33363666
42.64171637,-71.33356832
42.6417442,-71.33351761
42.64175016,-71.33348776
42.64175255,-71.33347218
42.64174886,-71.33346391
42.64174817,-71.33346344
42.6417489,-71.33346751
42.64175049,-71.33347121
42.64175365,-71.33347547
42.6417539,-71.33347612
42.64175473,-71.33346832
42.64177275,-71.33343277
42.64178583,-71.33338923
42.6417935,-71.3333409
42.64182197,-71.33326713
42.64184555,-71.33317844
42.64187316,-71.33307513
42.64189816,-71.3329627
42.64192567,-71.33283175
42.64195793,-71.33270196
42.64198955,-71.33257224
42.64202813,-71.33244439
42.64206258,-71.33232449
42.64208745,-71.33220118
42.64211317,-71.33208164
42.64213909,-71.33196398
42.64217846,-71.3318392
42.6422057,-71.33174215
42.64222393,-71.33165547
42.64224468,-71.33157827
42.64225693,-71.33149962
42.64226804,-71.33143443
42.64227801,-71.33139149
42.64228488,-71.33136019
42.64228105,-71.3313603
42.64229322,-71.33135851
42.64229933,-71.33134171
42.64231136,-71.33128965
42.64232434,-71.33122383
42.64236714,-71.33113091
42.64238554,-71.33102201
42.64242163,-71.33090267
42.64246466,-71.33076698
42.64250249,-71.33061997
42.64254825,-71.3304716
42.64254539,-71.33031275
42.64254457,-71.33014544
42.64258784,-71.32999224
42.642597,-71.32984985
42.64264362,-71.32969615
42.64268044,-71.3295445
42.64271903,-71.32938839
42.64273293,-71.3292325
42.64275301,-71.32906678
42.64277208,-71.32889622
42.64278753,-71.32872733
42.64280074,-71.32858137
42.64281762,-71.32845164
42.64283039,-71.32833447
42.6428389,-71.32822463
42.64285419,-71.32811611
42.64287318,-71.32800877
42.64288887,-71.3279018
42.64290206,-71.32779032
42.64291524,-71.32767487
42.64292776,-71.32755649
42.64294001,-71.32743811
42.642951,-71.3273106
42.64296153,-71.32718228
42.64297136,-71.32705241
42.64298856,-71.32692689
42.64300537,-71.32679793
42.64301138,-71.32668229
42.64302612,-71.32657005
42.64303564,-71.32645635
42.64302785,-71.32634347
42.64302949,-71.32625068
42.64301171,-71.3261554
42.64303016,-71.32608397
42.64303242,-71.32605749
42.64304495,-71.3260282
42.64305408,-71.32599756
42.64305935,-71.32599107
42.64305608,-71.32599131
42.64305693,-71.32597668
42.64305299,-71.32596204
42.64304942,-71.32595057
42.6430479,-71.3259454
42.64304747,-71.32594245
42.64304819,-71.32594083
42.64304904,-71.32594137
42.64304896,-71.32594108
42.64305189,-71.3259426
42.64304991,-71.32594312
42.64304738,-71.3259441
42.64304744,-71.32594483
42.64304798,-71.32594538
42.64304807,-71.32594559
42.64304805,-71.32594566
42.6430481,-71.32594566
42.64304813,-71.32594568
42.64304815,-71.32594569
42.64304807,-71.32594454
42.6430481,-71.32593371
42.64305258,-71.32589453
42.64305726,-71.32583516
42.6430659,-71.3257598
42.64308083,-71.32566518
42.64309875,-71.32555454
42.64312022,-71.32546013
42.64314961,-71.32531327
42.64317472,-71.32516728
42.64319905,-71.32501666
42.64322353,-71.32485276
42.64325063,-71.32468116
42.64328542,-71.32450431
42.6433199,-71.3243219
42.64335773,-71.32413535
42.64339657,-71.32394637
42.64342908,-71.3237631
42.64346051,-71.32357921
42.64349139,-71.32339485
42.64352546,-71.32320812
42.64355876,-71.3230289
42.64358504,-71.3228569
42.64360888,-71.32268317
42.64363733,-71.32251238
42.64366379,-71.32235107
42.64368863,-71.32219686
42.64371583,-71.32205142
42.64374045,-71.32191355
42.64376184,-71.3217897
42.64377265,-71.32167684
42.64379397,-71.32156682
42.64381291,-71.32145686
42.64382361,-71.3213763
42.64383646,-71.32129129
42.64386253,-71.32118935
42.64389351,-71.32110291
42.64389264,-71.32103335
42.64385873,-71.32099278
42.64385707,-71.32105406
42.64387265,-71.32106894
42.64387254,-71.32106889
42.64389375,-71.32109391
42.64388755,-71.32109689
42.6438813,-71.32109948
42.64388437,-71.32109905
42.64388145,-71.32109871
42.64387549,-71.32109659
42.64387386,-71.32109593
42.6438707,-71.32109236
42.64386858,-71.32108461
42.64387004,-71.32108484
42.64386767,-71.32107679
42.64386738,-71.32107538
42.64386744,-71.32107268
42.64386478,-71.32105788
42.64386073,-71.32103905
42.64386041,-71.32099265
42.64387288,-71.32094649
42.64387491,-71.32089795
42.64388535,-71.32082669
42.64390232,-71.32073294
42.64391342,-71.32064135
42.64392316,-71.3205426
42.64394006,-71.32045023
42.64395849,-71.32034767
42.64396724,-71.32023213
42.64398695,-71.32011864
42.64400112,-71.32000457
42.6440057,-71.31988581
42.64400939,-71.31977467
42.64403202,-71.31957047
42.6440387,-71.31947587
42.64405926,-71.31937107
42.64407814,-71.31925584
42.64409498,-71.31914737
42.64411324,-71.31905067
42.64413256,-71.31895841
42.64414744,-71.31887329
42.64416306,-71.3187951
42.64416855,-71.31871167
42.64421019,-71.31867532
42.64429333,-71.31864998
42.6443588,-71.31864694
42.64444484,-71.3186588
42.64451312,-71.31868
42.64457825,-71.3186898
42.6446366,-71.31870326
42.64468073,-71.31871512
42.64469979,-71.3187293
42.64471625,-71.31873739
42.64475849,-71.31875756
42.64477933,-71.31876715
42.64478833,-71.31877564
42.64480757,-71.31878869
42.64480937,-71.31878311
42.64480927,-71.3187811
42.64482657,-71.31879329
42.64484132,-71.31879369
42.64489775,-71.31881132
42.64520394,-71.31886458
42.64527615,-71.3188847
42.64534169,-71.31888894
42.64542294,-71.31890615
42.64550711,-71.31894125
42.64555532,-71.31901314
42.6456259,-71.31904462
42.64570223,-71.31904243
42.64578101,-71.31904943
42.64585504,-71.31906199
42.64592759,-71.31909239
42.64600497,-71.31910402
42.64606952,-71.31913176
42.64613441,-71.31915094
42.64620106,-71.3191933
42.64626009,-71.31921069
42.64632619,-71.31923536
42.64642686,-71.3192305
42.64653653,-71.31926578
42.64660027,-71.31926926
42.64669237,-71.31928776
42.64680105,-71.31933305
42.64688257,-71.31937396
42.64698266,-71.3194039
42.64706398,-71.31942734
42.64711333,-71.31947054
42.64720261,-71.3194979
42.64726868,-71.31954012
42.64732719,-71.31954867
42.64739819,-71.3195606
42.64746865,-71.31959179
42.6475241,-71.3196112
42.64754478,-71.31963123
42.64755866,-71.31963416
42.64758196,-71.31961584
42.64759746,-71.31960236
42.64761111,-71.31961106
42.64762281,-71.31960425
42.64762278,-71.3196026
42.64763379,-71.3195941
42.64761519,-71.31959842
42.64762854,-71.31956337
42.6476578,-71.31955286
42.64766155,-71.3195582
42.64767623,-71.31955751
42.64769708,-71.31954437
42.6477216,-71.31955676
42.64776201,-71.31960805
42.64778724,-71.3196764
42.64781662,-71.31976684
42.64783979,-71.31987932
42.64786554,-71.31999482
42.64789086,-71.32010582
42.6479205,-71.32022593
42.64795702,-71.32033335
42.64798343,-71.32044448
42.64802321,-71.32050946
42.64804932,-71.3205668
42.64805381,-71.32056501
42.64805661,-71.32057968
42.64806618,-71.32059746
42.64808357,-71.32061732
42.64809289,-71.32064471
42.64811046,-71.3206896
42.64813124,-71.32074265
42.6481465,-71.32080364
42.64818012,-71.32088025
42.64821337,-71.32094456
42.6482474,-71.32100956
42.64827998,-71.32108251
42.64831672,-71.32116225
42.64836681,-71.32125145
42.64842601,-71.32134957
42.64848089,-71.3214603
42.64854748,-71.32158543
42.64861772,-71.32171072
42.64868405,-71.32183386
42.64875428,-71.3219591
42.6488256,-71.32208964
42.64889027,-71.32221891
42.6489582,-71.32235322
42.64902713,-71.3224871
42.64909137,-71.32262067
42.64915752,-71.32274714
42.64922509,-71.32287712
42.64929383,-71.32297967
42.64933849,-71.32308034
42.6493881,-71.32317708
42.64942337,-71.32325332
42.64945781,-71.3233216
42.64947821,-71.3233704
42.64947629,-71.32343957
42.64942857,-71.3234701
42.64938235,-71.32347533
42.64933423,-71.32344636
42.64929342,-71.32342375
42.6492642,-71.32338659
42.64924888,-71.32334466
42.64926515,-71.323322
42.64926142,-71.32330514
42.64924496,-71.323301
42.64923492,-71.32329757
42.64922632,-71.32329875
42.64922438,-71.32329999
42.64922145,-71.32330221
42.64922176,-71.32330538
42.64921668,-71.32330803
42.64922093,-71.32330996
42.64922185,-71.32331047
42.64922436,-71.32331307
42.64922632,-71.32331355
42.64922546,-71.32331098
42.64921977,-71.32329524
42.64921593,-71.32325967
42.64921143,-71.32321532
42.6492171,-71.32317094
42.64923048,-71.32315407
42.64923922,-71.3231515
42.64923212,-71.32314216
42.64925509,-71.32312193
42.6492859,-71.32310978
42.64931751,-71.32309588
42.64936073,-71.32311407
42.6494075,-71.32317904
42.64943984,-71.32325557
42.64947607,-71.32333951
42.64952907,-71.32342413
42.64957908,-71.3235246
42.64962417,-71.32362959
42.64968486,-71.32374496
