lat,long
42.64973855,-71.32385783
42.64978448,-71.32396812
42.64982874,-71.32408507
42.64988398,-71.32419856
42.6499319,-71.3242885
42.64997237,-71.32437498
42.6500141,-71.32445245
42.65003156,-71.32453073
42.65005654,-71.32458864
42.65003109,-71.32460528
42.65002389,-71.32463056
42.65000637,-71.3246309
42.65000492,-71.32462151
42.64999592,-71.32461681
42.64999559,-71.32461647
42.64999872,-71.32462321
42.64999394,-71.32461861
42.6499841,-71.32461643
42.64998454,-71.32461679
42.6499777,-71.32462213
42.64998342,-71.32463726
42.64999438,-71.32465842
42.65002211,-71.32467012
42.65005748,-71.32467367
42.65009177,-71.32465946
42.65014231,-71.32462762
42.65018646,-71.32454397
42.65023796,-71.32446167
42.65029558,-71.3243732
42.65035601,-71.32427726
42.65040256,-71.32419384
42.65043821,-71.32413093
42.65045446,-71.32408789
42.65046699,-71.32406704
42.65047158,-71.32406169
42.65047296,-71.32406144
42.65047276,-71.32405804
42.65047353,-71.32405805
42.65047,-71.32405472
42.65046965,-71.32405347
42.65046672,-71.32405257
42.65046454,-71.32405458
42.65046195,-71.32405283
42.65045935,-71.32405162
42.65045726,-71.32404921
42.65045597,-71.32404712
42.65045496,-71.32404504
42.65045452,-71.32404533
42.65045493,-71.32404591
42.65045457,-71.32404611
42.6504546,-71.32404627
42.65045462,-71.32404635
42.65045462,-71.32404638
42.65045464,-71.3240464
42.65045467,-71.32404643
42.65045469,-71.32404649
42.65045472,-71.32404655
42.65045473,-71.32404658
42.65045476,-71.32404659
42.65045478,-71.32404662
42.65045479,-71.32404661
42.6504548,-71.3240466
42.65045483,-71.32404659
42.65045487,-71.32404659
42.6504549,-71.32404661
42.65045494,-71.32404663
42.65045496,-71.32404662
42.65045499,-71.32404662
42.65045498,-71.3240466
42.65045497,-71.32404658
42.65045498,-71.32404656
42.65045498,-71.32404658
42.65045499,-71.32404658
42.65045501,-71.32404657
42.65045502,-71.32404656
